Presence of Pb,Presence of Cu,Purpose of the study,Main minerals/metals mined,Sample Number,Country,Top Region,Region/Province,corrected Region,District/Deposit Location,Sector details,Mine,Latitude,Longitude,Mineral analyzed,208Pb/206Pb,207Pb/206Pb,206Pb/204Pb,207Pb/204Pb,208Pb/204Pb,Sources,Full reference
Pb minor,Cu major,Archaeo,Cu,TG 176 A-4,Turkey,,Ergani Maden,South Eastern Anatolia,,,Ergani Maden,38.28333,39.76667,Native copper,2.054320337,0.826501581,18.98,15.687,38.991,"Seeliger et al., 1985","Seeliger, T.C., Pernicka, E., Wagner, G.A., 1985. ArchÑometallurgische Untersuchungen in Nord- und Ostanatolien, in: Jahrbuch Des Rîmisch-Germanischen Zentralmuseums Mainz, 32.1985. pp. 597-659, Abb. Taf."
Pb minor,Cu major,Archaeo,Cu,TG 176 C-1,Turkey,,Ergani Maden,South Eastern Anatolia,,,Ergani Maden,38.28333,39.76667,Secondary copper mineral,2.062923729,0.828495763,18.88,15.642,38.948,"Seeliger et al., 1985","Seeliger, T.C., Pernicka, E., Wagner, G.A., 1985. ArchÑometallurgische Untersuchungen in Nord- und Ostanatolien, in: Jahrbuch Des Rîmisch-Germanischen Zentralmuseums Mainz, 32.1985. pp. 597-659, Abb. Taf."
Pb minor,Cu major,Archaeo,Cu,TG 176 A-5.1,Turkey,,Ergani Maden,South Eastern Anatolia,,,Ergani Maden,38.28333,39.76667,Secondary copper mineral,2.059325606,0.825184405,18.98,15.662,39.086,"Seeliger et al., 1985","Seeliger, T.C., Pernicka, E., Wagner, G.A., 1985. ArchÑometallurgische Untersuchungen in Nord- und Ostanatolien, in: Jahrbuch Des Rîmisch-Germanischen Zentralmuseums Mainz, 32.1985. pp. 597-659, Abb. Taf."
No Pb,Cu major,Archaeo,chalcocine veins in wollastonite,TG 156A-1,Turkey,,Turkey,TahtakîprÅ  ,,,Tahtakopru,36.3693525,36.1599713000001,"Bornit, chalcopyrite",2.06370882,0.832093518,18.82,15.66,38.839,"Wagner, 1986","Wagner, G.A., 1986. Geochemische und isotopische Charakteristika frÅher Rohstoffquellen fÅr Kupfer, Blei, Silber und Gold in der TÅrkei. Mainz."
No Pb,Cu major,Archaeo,chalcosine in wollastonite,156,Turkey,,,TahtakîprÅ  ,,,TahtakîprÅ  ,39.9499175,29.6478747,Cu ore,2.0637,0.8321,18.8182160331201,15.6586375611592,38.8351524275499,"Wagner et al. (1986) in Begemannet al., 2003","Begemann, F., Schmitt-Strecker, S., Pernicka, E., 2003. On the Composition and Provenance of Metal Finds from Be?iktepe (Troia), in: Wagner, G.A., Pernicka, E., Uerpmann, H.-P. (Eds.), Troia and the Troad, Natural Science in Archaeology. Springer Berlin Heidelberg, pp. 173-201."
No Pb?,Cu major,Archaeo,Fe-Cu-skarn,AON411,Turkey,,Taurus,Taurus,,,Esendemirtepe,37.5112,34.7718,galena,2.082092726,0.83661208,18.808,15.735,39.16,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
No Pb?,Cu major,Archaeo,Fe-Cu-skarn,AON1001,Turkey,,Taurus,Taurus,,,Esendemirtepe,37.5112,34.7718,galena,2.084383474,0.836231191,18.807,15.727,39.201,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu major,Archaeo,Hydrothermal Pb-Zn and Pb-Zn-Cu deposits (Sn- and Au-bearing),TG 237-E3       Mainz1,Turkey,Taurus Mountains 2B (Bolkar Mounts),Nigde; Mersin; Konya,Taurus,,,Bolkardag,37.25,34.3333333,Lead Ore,2.06,0.8291,18.9250567751703,15.6907645722937,38.9856169568508,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb major,Cu minor,Archaeo,Hydrothermal Pb-Zn and Pb-Zn-Cu deposits (Sn- and Au-bearing),AON1000,Turkey,,Taurus,Taurus,,,Bolkardag Valley outliers,37.25,34.3333333,galena,2.03978,0.82066,19.14461845,15.71122258,39.05080982,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb major,Cu minor,Archaeo,Hydrothermal Pb-Zn and Pb-Zn-Cu deposits (Sn- and Au-bearing),AON108,Turkey,,Taurus,Taurus,,,Bolkardag Valley outliers,37.25,34.3333333,lead oxide ore,2.04931,0.82728,18.97857319,15.70059403,38.89297983,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb major,Cu minor,Archaeo,Hydrothermal Pb-Zn and Pb-Zn-Cu deposits (Sn- and Au-bearing),AON070,Turkey,,Taurus,Taurus,,,Bolkardag Valley outliers,37.25,34.3333333,lead oxide ore,2.05995,0.82345,18.96885314,15.61990212,39.07488903,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb major,Cu minor,Geol,Pb-Zn deposit,AYR-23,Turkey,,Taurus,Taurus,,,Ayrakli,37.0594333,39.7446454,,2.08084636,0.836991421,18.999,15.902,39.534,"Hanilci et ozturk, 2011","Hanilái, N., ôztÅrk, H., 2011. Geochemical/isotopic evolution of Pb-Zn deposits in the Central and Eastern Taurides, Turkey. International Geology Review 53, 1478-1507."
Pb major,Cu minor,Geol,Pb-Zn deposit,KS-01,Turkey,,Taurus,Taurus,,,Kucuksu,36.9861111,32.9663889,,2.122830656,0.861593187,18.554,15.986,39.387,"Hanilci et ozturk, 2011","Hanilái, N., ôztÅrk, H., 2011. Geochemical/isotopic evolution of Pb-Zn deposits in the Central and Eastern Taurides, Turkey. International Geology Review 53, 1478-1507."
Pb major,No Cu,Geol,hunite ??? Pb-Zn deposit,908,Turkey,,Taurus,Taurus,,,Sucati,37.0569318,29.1506941,,2.089146228,0.842136888,18.307,15.417,38.246,"Hanilci et ozturk, 2011","Hanilái, N., ôztÅrk, H., 2011. Geochemical/isotopic evolution of Pb-Zn deposits in the Central and Eastern Taurides, Turkey. International Geology Review 53, 1478-1507."
Pb minor,No Cu,Geol,low-temperature fault-controlled antimony deposit and stibnite mineralization,GYN90,Turkey,,Taurus,Taurus,,,Goynuk,40.2902116,30.8039474,,2.070706539,0.83168369,18.994,15.797,39.331,"Hanilci et ozturk, 2011","Hanilái, N., ôztÅrk, H., 2011. Geochemical/isotopic evolution of Pb-Zn deposits in the Central and Eastern Taurides, Turkey. International Geology Review 53, 1478-1507."
Pb major,No Cu,Geol,Pb-Zn deposit,CK-01,Turkey,,Taurus,Taurus,,,Cadirkaya,38.1671779,35.2258365,,2.067697451,0.829189302,19.144,15.874,39.584,"Hanilci et ozturk, 2011","Hanilái, N., ôztÅrk, H., 2011. Geochemical/isotopic evolution of Pb-Zn deposits in the Central and Eastern Taurides, Turkey. International Geology Review 53, 1478-1507."
Pb major,No Cu,Geol,Pb-Zn deposit,DNZ-03,Turkey,,Taurus,Taurus,,,Denizovasi,38.1746084,35.5000999,,2.09198237,0.842638262,19.058,16.059,39.869,"Hanilci et ozturk, 2011","Hanilái, N., ôztÅrk, H., 2011. Geochemical/isotopic evolution of Pb-Zn deposits in the Central and Eastern Taurides, Turkey. International Geology Review 53, 1478-1507."
Pb minor,Cu minor,Archaeo,,AON119,Turkey,,Taurus - 1A,Taurus 1A,,,Taurus 1A,36.9861111,32.9663889,alluvial deposit,2.05487,0.82562,19.000209,15.68695256,39.04295947,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu minor,Archaeo,,AON078,Turkey,,Taurus - 1A,Taurus 1A,,,Taurus 1A,36.9861111,32.9663889,galena,2.05578,0.82615,19.01104542,15.70597517,39.08252695,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu minor,Archaeo,,AOB152,Turkey,,Taurus - 1A,Taurus 1A,,,Taurus 1A,36.9861111,32.9663889,galena,2.059421053,0.827105263,19,15.715,39.129,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb major,Cu minor,Archaeo,Hydrothermal Pb-Zn and Pb-Zn-Cu deposits (Sn- and Au-bearing),8,Turkey,,Taurus 1A,Taurus 1A,,,Bolkardag /Madenko‘y Ulukis”la,37.25,34.3333333,Gold-containing ores,2.0543,0.8259,19.00779319521,15.6985363999239,39.0477095609199,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb minor,Cu minor,Archaeo,,AON129,Turkey,,Taurus - 1A,Taurus 1A,,,Taurus 1A,36.9861111,32.9663889,Other minerals,2.05623317,0.826231586,18.939,15.648,38.943,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu minor,Archaeo,,AON106,Turkey,,Taurus - 1A,Taurus 1A,,,Taurus 1A,36.9861111,32.9663889,Other minerals,2.054934627,0.82523197,18.968,15.653,38.978,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu minor,Archaeo,,AON137,Turkey,,Taurus - 1A,Taurus 1A,,,Taurus 1A,36.9861111,32.9663889,Other minerals,2.053788317,0.824701614,19.019,15.685,39.061,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu minor,Archaeo,,AON109,Turkey,,Taurus - 1A,Taurus 1A,,,Taurus 1A,36.9861111,32.9663889,Other minerals,2.057622289,0.826025012,18.951,15.654,38.994,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu minor,Archaeo,,AON141,Turkey,,Taurus - 1A,Taurus 1A,,,Taurus 1A,36.9861111,32.9663889,Other minerals,2.056723021,0.826934218,18.987,15.701,39.051,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu minor,Archaeo,,AON125,Turkey,,Taurus - 1A,Taurus 1A,,,Taurus 1A,36.9861111,32.9663889,Other minerals,2.058194649,0.827311987,18.988,15.709,39.081,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu minor,Archaeo,,AON135,Turkey,,Taurus - 1A,Taurus 1A,,,Taurus 1A,36.9861111,32.9663889,Other minerals,2.056457972,0.825947537,19.023,15.712,39.12,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu minor,Archaeo,,AON103,Turkey,,Taurus - 1A,Taurus 1A,,,Taurus 1A,36.9861111,32.9663889,Other minerals,2.058365759,0.82658534,19.018,15.72,39.146,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu minor,Archaeo,,AON134,Turkey,,Taurus - 1A,Taurus 1A,,,Taurus 1A,36.9861111,32.9663889,Other minerals,2.061048196,0.827232025,18.985,15.705,39.129,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb major,Cu minor,Archaeo,Hydrothermal Pb-Zn and Pb-Zn-Cu deposits (Sn- and Au-bearing),7,Turkey,,Taurus 1A,Taurus 1A,,,Bolkardag /Madenko‘y Ulukis”la,37.25,34.3333333,Sphalerite,2.0574,0.8271,18.9681335356601,15.6885432473445,39.0250379362671,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb major,Cu minor,Archaeo,Hydrothermal Pb-Zn and Pb-Zn-Cu deposits (Sn- and Au-bearing),9,Turkey,,Taurus 1A,Taurus 1A,,,Bolkardag /Madenko‘y Ulukis”la,37.25,34.3333333,Sphalerite/galena,2.057,0.8269,18.9789333839438,15.6936800151831,39.0396659707724,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb minor,Cu minor,Archaeo,cobaltite/magnetite,AON159,Turkey,,Taurus - 1B,Taurus 1B,,,Taurus 1B,36.9861111,32.9663889,cobaltite/magnetite,2.07364,0.83496,18.78816346,15.68736496,38.95988727,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu minor,Archaeo,,AON399,Turkey,,Taurus - 1B,Taurus 1B,,,Taurus 1B,36.9861111,32.9663889,cu-ore,2.07224,0.83435,18.79063475,15.6779661,38.93870495,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu minor,Archaeo,,AON116,Turkey,,Taurus - 1B,Taurus 1B,,,Taurus 1B,36.9861111,32.9663889,galena,2.071789149,0.83341304,18.819,15.684,38.989,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu minor,Archaeo,haematite ore,AON463,Turkey,,Taurus - 1B,Taurus 1B,,,Taurus 1B,36.9861111,32.9663889,haematite/cassiterite,2.07242,0.83547,18.77475921,15.68574808,38.90918649,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu minor,Archaeo,haematite/cassiterite,AON459,Turkey,,Taurus - 1B,Taurus 1B,,,Taurus 1B,36.9861111,32.9663889,haematite/cassiterite,2.07394,0.83511,18.75398522,15.6616406,38.89464011,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu minor,Archaeo,haematite/cassiterite,AON466,Turkey,,Taurus - 1B,Taurus 1B,,,Taurus 1B,36.9861111,32.9663889,haematite/cassiterite,2.0726,0.8345,18.77828479,15.67047866,38.91987306,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu minor,Archaeo,Malachite/chalcopyrite,AON428,Turkey,,Taurus - 1B,Taurus 1B,,,Taurus 1B,36.9861111,32.9663889,Malachite/chalcopyrite,2.072189097,0.834486797,18.784,15.675,38.924,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu minor,Archaeo,Malachite/chalcopyrite,AON429,Turkey,,Taurus - 1B,Taurus 1B,,,Taurus 1B,36.9861111,32.9663889,Malachite/chalcopyrite,2.07511587,0.836183475,18.771,15.696,38.952,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb major,Cu minor,Archaeo,Hydrothermal Pb-Zn and Pb-Zn-Cu deposits (Sn- and Au-bearing),AON427,Turkey,,Taurus 1B ,Taurus 1B,,,Bolkardag /Ulukisla Esendemirtepe,37.25,34.3333333,Cobaltite/magnetite,2.0726,0.8347,18.796992481203,15.6898496240601,38.9586466165413,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb minor,Cu minor,Archaeo,,AON250,Turkey,,Taurus 1B ,Taurus 1B,,,Akda?madeni ,39.66028,35.88361,galena,2.0728,0.8337,18.7687687687688,15.6475225225226,38.903903903904,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb minor,Cu minor,Archaeo,,Pb 85,Turkey,,Taurus 1B ,Taurus 1B,,,Akda?madeni ,39.66028,35.88361,galena,2.0723,0.8352,18.7899285982713,15.6933483652762,38.9383690341976,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb minor,Cu minor,Archaeo,,AON256,Turkey,,Taurus 1B ,Taurus 1B,,,Akda?madeni ,39.66028,35.88361,galena,2.0742,0.8338,18.7652467629949,15.6464627509851,38.922874835804,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb minor,Cu minor,Archaeo,,AON243,Turkey,,Taurus 1B ,Taurus 1B,,,Akda?madeni ,39.66028,35.88361,galena,2.0746,0.8342,18.8253012048193,15.7040662650603,39.0549698795181,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb minor,Cu minor,Archaeo,Skarn and granite hosted fluorite deposit.,TM91C-3,Turkey,,,Taurus 1B,,,Aakdagmadeni,39.53264,35.65252,galena sphalerite,2.07250691048267,0.834839464171805,18.812,15.705,38.988,"Hirao et al., 1995","Hirato, Y., Enomoto, J., Tachikawa, H., 1995. Lead isotope ratios of copper, zinc and lead minerals in Turkey - in relation to the provenanc study of artifacts, in: Essays on Ancient Anatolia and Its Surrounding Civilizations. Otto Harrassowitz Verlag, pp. 89-113."
Pb minor,Cu minor,Archaeo,,TM91C-1,Turkey,,,Taurus 1B,,,Akdagmadeni,39.66028,35.88361,galena sphalerite,2.072803658796,0.835194639438417,18.804,15.705,38.977,"Hirao et al., 1995","Hirato, Y., Enomoto, J., Tachikawa, H., 1995. Lead isotope ratios of copper, zinc and lead minerals in Turkey - in relation to the provenanc study of artifacts, in: Essays on Ancient Anatolia and Its Surrounding Civilizations. Otto Harrassowitz Verlag, pp. 89-113."
Pb major,Cu minor,Archaeo,Hydrothermal Pb-Zn and Pb-Zn-Cu deposits (Sn- and Au-bearing),AON377,Turkey,,Taurus 1B ,Taurus 1B,,,Bolkardag /Sulucadere,37.25,34.3333333,galenaÒsphalerite,2.073,0.836,18.8217579521927,15.7349896480331,39.0175042348955,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb minor,Cu minor,Archaeo,sphalerite,15,Turkey,,Taurus 1B ,Taurus 1B,,,Akda?madeni ,39.66028,35.88361,Sphalerite/galena,2.0727,0.8351,18.8040616773223,15.7032719067319,38.9751786385859,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb minor,Cu minor,Archaeo,Sphalerite/galena,17,Turkey,,Taurus 1B ,Taurus 1B,,,Akda?madeni ,39.66028,35.88361,Sphalerite/galena,2.0724,0.8348,18.811136192626,15.7035364936042,38.9841986455981,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb major,No Cu,Archaeo,,21,Turkey,,Taurus 1B ,Taurus 1B,,,Kayseri/Yahyai Derekoy,38.7225,35.4875,galena,2.0745,0.8366,19.1277735271614,16.0022953328232,39.6805661820963,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb major,No Cu,Archaeo,,23,Turkey,,Taurus 1B ,Taurus 1B,,,Kayseri/Yahyali Golgol,38.7225,35.4875,galena,2.0721,0.8361,18.8040616773223,15.7220759684092,38.9638962015795,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb minor,Cu minor,Archaeo,,AON456,Turkey,,Taurus - 2A,Taurus 2A,,,Taurus 2A,36.9861111,32.9663889,galena,2.075666702,0.839991432,18.674,15.686,38.761,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu minor,Archaeo,,AON157,Turkey,,Taurus - 2A,Taurus 2A,,,Taurus 2A,36.9861111,32.9663889,galena,2.07759,0.84066,18.71537655,15.73326845,38.88287917,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu minor,Archaeo,,Cevrim B14,Turkey,,Taurus - 2A,Taurus 2A,,,Taurus 2A,36.9861111,32.9663889,galena,2.078802459,0.840684309,18.705,15.725,38.884,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu minor,Archaeo,,Cevrim B16,Turkey,,Taurus - 2A,Taurus 2A,,,Taurus 2A,36.9861111,32.9663889,galena,2.079127459,0.840355004,18.704,15.718,38.888,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu minor,Archaeo,,Cevrim B12,Turkey,,Taurus - 2A,Taurus 2A,,,Taurus 2A,36.9861111,32.9663889,galena,2.080447466,0.840603757,18.683,15.705,38.869,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu minor,Archaeo,,AON461,Turkey,,Taurus - 2A,Taurus 2A,,,Taurus 2A,36.9861111,32.9663889,galena,2.083436175,0.842839513,18.637,15.708,38.829,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
